id,gold,burn_1,burn_2p,burn_2s,burn_3,burn_not
img513.jpg,1,0,0,1,0,0
img520.jpg,1,0,0,1,0,0
img521.jpg,1,0,0,1,0,0
img523.jpg,1,0,0,1,0,0
img526.jpg,1,0,0,1,0,0
img528.jpg,1,0,0,1,0,0
img529.jpg,1,0,0,1,0,0
img533.jpg,1,0,0,1,0,0
img537.jpg,1,0,0,1,0,0
img538.jpg,1,0,0,1,0,0
img545.jpg,1,0,0,1,0,0
img547.jpg,1,0,0,1,0,0
img549.jpg,1,0,0,1,0,0
img550.jpg,1,0,0,1,0,0
img554.jpg,1,0,0,1,0,0
img555.jpg,0,0,0,1,0,0
img561.jpg,1,0,0,1,0,0
img566.jpg,1,0,0,1,0,0
img571.jpg,1,0,0,1,0,0
img572.jpg,1,0,0,1,0,0
img576.jpg,1,0,0,1,0,0
img577.jpg,1,0,0,1,0,0
img579.jpg,1,0,0,1,0,0
img585.jpg,1,0,0,1,0,0
img591.jpg,0,0,0,1,0,0
img593.jpg,1,0,0,1,0,0
img6.jpg,1,0,0,1,0,0
img603.jpg,1,0,0,1,0,0
img609.jpg,0,0,0,1,0,0
img61.jpg,1,0,0,1,0,0
img612.jpg,0,0,0,1,0,0
img613.jpg,1,0,0,1,0,0
img614.jpg,0,0,0,1,0,0
img615.jpg,1,0,0,1,0,0
img617.jpg,1,0,0,1,0,0
img62.jpg,1,0,0,1,0,0
img625.jpg,0,0,0,1,0,0
img632.jpg,0,0,0,1,0,0
img634.jpg,0,0,0,1,0,0
img637.jpg,0,0,0,1,0,0
img640.jpg,1,0,0,1,0,0
img641.jpg,0,0,0,1,0,0
img65.jpg,1,0,0,1,0,0
img654.jpg,1,0,0,1,0,0
img657.jpg,0,0,0,1,0,0
img659.jpg,0,0,0,1,0,0
img66.jpg,1,0,0,1,0,0
img672.jpg,1,0,0,1,0,0
img68.jpg,1,0,0,1,0,0
img683.jpg,1,0,0,1,0,0
img684.jpg,1,0,0,1,0,0
img686.jpg,1,0,0,1,0,0
img695.jpg,0,0,0,1,0,0
img697.jpg,1,0,0,1,0,0
img700.jpg,1,0,0,1,0,0
img701.jpg,0,0,0,1,0,0
img708.jpg,1,0,0,1,0,0
img713.jpg,1,0,0,1,0,0
img714.jpg,1,0,0,1,0,0
img726.jpg,1,0,0,1,0,0
img73.jpg,1,0,0,1,0,0
img732.jpg,0,0,0,1,0,0
img75.jpg,1,0,0,1,0,0
img750.jpg,1,0,0,1,0,0
img751.jpg,0,0,0,1,0,0
img752.jpg,1,0,0,1,0,0
img753.jpg,1,0,0,1,0,0
img759.jpg,1,0,0,1,0,0
img76.jpg,1,0,0,1,0,0
img762.jpg,1,0,0,1,0,0
img764.jpg,0,0,0,1,0,0
img766.jpg,0,0,0,1,0,0
img768.jpg,1,0,0,1,0,0
img770.jpg,0,0,0,1,0,0
img777.jpg,1,0,0,1,0,0
img78.jpg,1,0,0,1,0,0
img780.jpg,1,0,0,1,0,0
img787.jpg,1,0,0,1,0,0
img791.jpg,1,0,0,1,0,0
img792.jpg,1,0,0,1,0,0
img797.jpg,1,0,0,1,0,0
img799.jpg,1,0,0,1,0,0
img8.jpg,1,0,0,1,0,0
img800.jpg,0,0,0,1,0,0
img801.jpg,1,0,0,1,0,0
img802.jpg,1,0,0,1,0,0
img804.jpg,1,0,0,1,0,0
img806.jpg,1,0,0,1,0,0
img807.jpg,1,0,0,1,0,0
img808.jpg,0,0,0,1,0,0
img813.jpg,1,0,0,1,0,0
img816.jpg,1,0,0,1,0,0
img818.jpg,0,0,0,1,0,0
img821.jpg,1,0,0,1,0,0
img824.jpg,1,0,0,1,0,0
img827.jpg,1,0,0,1,0,0
img828.jpg,1,0,0,1,0,0
img829.jpg,0,0,0,1,0,0
img83.jpg,0,0,0,1,0,0
img830.jpg,1,0,0,1,0,0
img832.jpg,1,0,0,1,0,0
img833.jpg,1,0,0,1,0,0
img834.jpg,0,0,0,1,0,0
img835.jpg,1,0,0,1,0,0
img837.jpg,1,0,0,1,0,0
img840.jpg,1,0,0,1,0,0
img848.jpg,1,0,0,1,0,0
img850.jpg,1,0,0,1,0,0
img853.jpg,1,0,0,1,0,0
img856.jpg,1,0,0,1,0,0
img86.jpg,1,0,0,1,0,0
img861.jpg,1,0,0,1,0,0
img866.jpg,0,0,0,1,0,0
img867.jpg,1,0,0,1,0,0
img869.jpg,0,0,0,1,0,0
img883.jpg,0,0,0,1,0,0
img886.jpg,1,0,0,1,0,0
img889.jpg,1,0,0,1,0,0
img890.jpg,0,0,0,1,0,0
img891.jpg,1,0,0,1,0,0
img892.jpg,0,0,0,1,0,0
img894.jpg,0,0,0,1,0,0
img895.jpg,0,0,0,1,0,0
img896.jpg,1,0,0,1,0,0
img898.jpg,1,0,0,1,0,0
img911.jpg,0,0,0,1,0,0
img914.jpg,1,0,0,1,0,0
img917.jpg,0,0,0,1,0,0
img918.jpg,1,0,0,1,0,0
img920.jpg,0,0,0,1,0,0
img926.jpg,1,0,0,1,0,0
img93.jpg,1,0,0,1,0,0
img936.jpg,1,0,0,1,0,0
img939.jpg,0,0,0,1,0,0
img941.jpg,0,0,0,1,0,0
img944.jpg,1,0,0,1,0,0
img950.jpg,1,0,0,1,0,0
img955.jpg,1,0,0,1,0,0
img956.jpg,0,0,0,1,0,0
img957.jpg,1,0,0,1,0,0
img96.jpg,1,0,0,1,0,0
img961.jpg,1,0,0,1,0,0
img965.jpg,1,0,0,1,0,0
img97.jpg,1,0,0,1,0,0
img970.jpg,0,0,0,1,0,0
img971.jpg,1,0,0,1,0,0
img973.jpg,1,0,0,1,0,0
img974.jpg,1,0,0,1,0,0
img984.jpg,0,0,0,1,0,0
img989.jpg,1,0,0,1,0,0
img991.jpg,0,0,0,1,0,0
img995.jpg,0,0,0,1,0,0
img997.jpg,1,0,0,1,0,0
img999.jpg,0,0,0,1,0,0
img3387.jpg,1,0,0,0,1,0
img3388.jpg,0,0,0,0,1,0
img3389.jpg,1,0,0,0,1,0
img3390.jpg,0,0,0,0,1,0
img3391.jpg,1,0,0,0,1,0
img3392.jpg,1,0,0,0,1,0
img3393.jpg,1,0,0,0,1,0
img3394.jpg,1,0,0,0,1,0
img3395.jpg,0,0,0,0,1,0
img3396.jpg,1,0,0,0,1,0
img3397.jpg,1,0,0,0,1,0
img3398.jpg,1,0,0,0,1,0
img3399.jpg,1,0,0,0,1,0
img3401.jpg,1,0,0,0,1,0
img3402.jpg,0,0,0,0,1,0
img3403.jpg,1,0,0,0,1,0
img3404.jpg,1,0,0,0,1,0
img3405.jpg,1,0,0,0,1,0
img3406.jpg,1,0,0,0,1,0
img3407.jpg,0,0,0,0,1,0
img3408.jpg,0,0,0,0,1,0
img3424.jpg,0,0,0,0,1,0
img3426.jpg,0,0,0,0,1,0
img3427.jpg,0,0,0,0,1,0
img3428.jpg,0,0,0,0,1,0
img3434.jpg,0,0,0,0,1,0
img3435.jpg,0,0,0,0,1,0
img3436.jpg,0,0,0,0,1,0
img3437.jpg,0,0,0,0,1,0
img3438.jpg,0,0,0,0,1,0
img3461.jpg,0,0,0,0,1,0
img3470.jpg,0,0,0,0,1,0
img3471.jpg,0,0,0,0,1,0
img355.jpg,1,0,0,0,1,0
img4.jpg,0,0,0,0,1,0
img447.jpg,1,0,0,0,1,0
img487.jpg,1,0,0,0,1,0
img567.jpg,1,0,0,0,1,0
img569.jpg,1,0,0,0,1,0
img681.jpg,1,0,0,0,1,0
img717.jpg,0,0,0,0,1,0
img822.jpg,0,0,0,0,1,0
img826.jpg,0,0,0,0,1,0
img912.jpg,1,0,0,0,1,0
img924.jpg,1,0,0,0,1,0
img3973.jpg,1,0,0,0,0,1
img3974.jpg,1,0,0,0,0,1
img3975.jpg,1,0,0,0,0,1
img3976.jpg,1,0,0,0,0,1
img3977.jpg,1,0,0,0,0,1
img3978.jpg,1,0,0,0,0,1
img3979.jpg,1,0,0,0,0,1
img3980.jpg,1,0,0,0,0,1
img3983.jpg,0,0,0,0,0,1
img3984.jpg,1,0,0,0,0,1
img3985.jpg,1,0,0,0,0,1
img3986.jpg,1,0,0,0,0,1
img3987.jpg,1,0,0,0,0,1
img3988.jpg,1,0,0,0,0,1
img3989.jpg,0,0,0,0,0,1
img3990.jpg,1,0,0,0,0,1
img3991.jpg,1,0,0,0,0,1
img3994.jpg,1,0,0,0,0,1
img3995.jpg,1,0,0,0,0,1
img3998.jpg,1,0,0,0,0,1
img476.jpg,0,0,0,0,0,1
img491.jpg,1,0,0,0,0,1
img501.jpg,1,0,0,0,0,1
img502.jpg,1,0,0,0,0,1
img51.jpg,0,0,0,0,0,1
img510.jpg,1,0,0,0,0,1
img516.jpg,1,0,0,0,0,1
img517.jpg,0,0,0,0,0,1
img52.jpg,1,0,0,0,0,1
img524.jpg,0,0,0,0,0,1
img530.jpg,1,0,0,0,0,1
img539.jpg,1,0,0,0,0,1
img543.jpg,1,0,0,0,0,1
img552.jpg,1,0,0,0,0,1
img553.jpg,1,0,0,0,0,1
img558.jpg,1,0,0,0,0,1
img573.jpg,1,0,0,0,0,1
img60.jpg,1,0,0,0,0,1
img616.jpg,0,0,0,0,0,1
img624.jpg,0,0,0,0,0,1
img626.jpg,1,0,0,0,0,1
img628.jpg,0,0,0,0,0,1
img64.jpg,0,0,0,0,0,1
img645.jpg,0,0,0,0,0,1
img648.jpg,1,0,0,0,0,1
img652.jpg,0,0,0,0,0,1
img655.jpg,0,0,0,0,0,1
img660.jpg,0,0,0,0,0,1
img661.jpg,0,0,0,0,0,1
img680.jpg,0,0,0,0,0,1
img685.jpg,0,0,0,0,0,1
img69.jpg,1,0,0,0,0,1
img71.jpg,1,0,0,0,0,1
img715.jpg,0,0,0,0,0,1
img719.jpg,1,0,0,0,0,1
img725.jpg,0,0,0,0,0,1
img738.jpg,0,0,0,0,0,1
img744.jpg,0,0,0,0,0,1
img761.jpg,0,0,0,0,0,1
img763.jpg,0,0,0,0,0,1
img769.jpg,0,0,0,0,0,1
img805.jpg,0,0,0,0,0,1
img820.jpg,1,0,0,0,0,1
img845.jpg,1,0,0,0,0,1
img851.jpg,1,0,0,0,0,1
img860.jpg,1,0,0,0,0,1
img864.jpg,1,0,0,0,0,1
img865.jpg,1,0,0,0,0,1
img882.jpg,1,0,0,0,0,1
img904.jpg,1,0,0,0,0,1
img905.jpg,1,0,0,0,0,1
img907.jpg,0,0,0,0,0,1
img922.jpg,1,0,0,0,0,1
img923.jpg,1,0,0,0,0,1
img929.jpg,1,0,0,0,0,1
img930.jpg,1,0,0,0,0,1
img945.jpg,1,0,0,0,0,1
img947.jpg,0,0,0,0,0,1
img95.jpg,0,0,0,0,0,1
img959.jpg,1,0,0,0,0,1
img978.jpg,0,0,0,0,0,1
img990.jpg,1,0,0,0,0,1
